filename,error_type,inject_at_move,total_moves,original_move,corrupted_move,cascade_length,shift_starts_at
game_040373.pgn,3,59.0,64.0,Rh2+,,,
game_040374.pgn,3,15.0,73.0,b5,,,
game_040375.pgn,4,4.0,54.0,exd5,,49.0,4.0
game_040376.pgn,3,39.0,53.0,a6,,,
game_040377.pgn,4,32.0,37.0,gxh6,,4.0,32.0
game_040378.pgn,3,64.0,76.0,Re8+,,,
game_040379.pgn,1,6.0,97.0,Nxd4,Qh8,,
game_040380.pgn,1,8.0,49.0,e3,Rb9,,
game_040381.pgn,2,6.0,75.0,cxd4,cxd5,,
game_040382.pgn,4,39.0,44.0,b5,,4.0,39.0
game_040383.pgn,3,8.0,61.0,d4,,,
game_040384.pgn,3,15.0,35.0,c5,,,
game_040385.pgn,4,9.0,30.0,Qb4+,,20.0,9.0
game_040386.pgn,4,20.0,62.0,Nxd5,,41.0,20.0
game_040387.pgn,4,25.0,33.0,Bb5,,7.0,25.0
game_040388.pgn,2,4.0,32.0,Nc3,Mc3,,
game_040389.pgn,4,32.0,76.0,c3,,43.0,32.0
game_040390.pgn,3,22.0,72.0,Nc3,,,
game_040391.pgn,2,59.0,91.0,Nxa6,Mxa6,,
game_040392.pgn,3,64.0,86.0,g4,,,
game_040393.pgn,1,42.0,66.0,Rxd2,Qа9,,
game_040394.pgn,2,31.0,56.0,Ke7,Xe7,,
game_040395.pgn,3,35.0,82.0,Rxc5,,,
game_040396.pgn,2,66.0,89.0,Rc1,Pc1,,
game_040397.pgn,4,36.0,94.0,Nd4,,57.0,36.0
game_040398.pgn,1,52.0,90.0,Kg3,Ka9,,
game_040399.pgn,4,34.0,40.0,Kh1,,5.0,34.0
game_040400.pgn,3,24.0,77.0,h3,,,
game_040401.pgn,1,24.0,56.0,Bxf1,Nz5,,
game_040402.pgn,4,21.0,88.0,Nxe5,,66.0,21.0
game_040403.pgn,4,13.0,43.0,O-O,,29.0,13.0
game_040404.pgn,4,4.0,56.0,h3,,51.0,4.0
game_040405.pgn,3,13.0,73.0,Na5,,,
game_040406.pgn,2,16.0,43.0,Qf5,Of5,,
game_040407.pgn,2,22.0,45.0,b3,b4,,
game_040408.pgn,3,4.0,31.0,Bh4,,,
game_040409.pgn,4,36.0,54.0,c4,,17.0,36.0
game_040410.pgn,3,55.0,66.0,Bxb4+,,,
game_040411.pgn,4,17.0,50.0,Qxd2+,,32.0,17.0
game_040412.pgn,1,12.0,27.0,h3,Nz5,,
game_040413.pgn,4,27.0,49.0,e5,,21.0,27.0
game_040414.pgn,3,32.0,61.0,Bxc5,,,
game_040415.pgn,2,24.0,81.0,Rc1,Pc1,,
game_040416.pgn,1,18.0,29.0,Qf4+,Ka9,,
game_040417.pgn,2,18.0,48.0,Be2,8e2,,
game_040418.pgn,1,14.0,23.0,Bh4,Qh8,,
game_040419.pgn,3,14.0,74.0,g3,,,
game_040420.pgn,4,64.0,80.0,Rxf7,,15.0,64.0
game_040421.pgn,1,3.0,43.0,Nc6,Ka9,,
game_040422.pgn,1,41.0,70.0,d5,Nz5,,
game_040423.pgn,4,71.0,96.0,Qxc4+,,24.0,71.0
game_040424.pgn,4,40.0,48.0,Na4,,7.0,40.0
game_040425.pgn,1,27.0,95.0,Be6,Qh8,,
game_040426.pgn,3,3.0,63.0,Nc6,,,
game_040427.pgn,1,39.0,50.0,Kd7,Qа9,,
game_040428.pgn,3,24.0,45.0,Bd2,,,
game_040429.pgn,2,63.0,69.0,h5,h6,,
game_040430.pgn,2,84.0,93.0,Re7,Pe7,,
game_040431.pgn,3,29.0,52.0,Nd7,,,
game_040432.pgn,4,24.0,68.0,Bxb7,,43.0,24.0
game_040433.pgn,2,16.0,54.0,Bxe4,8xe4,,
game_040434.pgn,2,9.0,25.0,Nd7,Md7,,
game_040435.pgn,1,29.0,44.0,Nh6,Bh9,,
game_040436.pgn,2,8.0,49.0,Bd2,8d2,,
game_040437.pgn,2,27.0,51.0,Bxa2,8xa2,,
game_040438.pgn,2,8.0,28.0,Nf3,Mf3,,
game_040439.pgn,2,27.0,56.0,Bxf5,8xf5,,
game_040440.pgn,1,44.0,100.0,Kh2,Ka9,,
game_040441.pgn,4,50.0,54.0,Bc4,,3.0,50.0
game_040442.pgn,4,22.0,73.0,e4,,50.0,22.0
game_040443.pgn,3,58.0,92.0,Kxf2,,,
game_040444.pgn,1,36.0,47.0,axb5,Bh9,,
game_040445.pgn,4,29.0,99.0,Bxa4,,69.0,29.0
game_040446.pgn,4,16.0,93.0,f4,,76.0,16.0
game_040447.pgn,3,4.0,73.0,Nf3,,,
game_040448.pgn,3,44.0,87.0,Nxb6,,,
game_040449.pgn,2,25.0,61.0,Be7,8e7,,
game_040450.pgn,4,42.0,59.0,Rxf8+,,16.0,42.0
game_040451.pgn,3,25.0,40.0,dxe5,,,
game_040452.pgn,3,35.0,79.0,Nf6,,,
game_040453.pgn,2,24.0,31.0,Qb5+,Ob5+,,
game_040454.pgn,1,10.0,55.0,Bb3,Ka9,,
game_040455.pgn,3,20.0,25.0,Bd3,,,
game_040456.pgn,1,67.0,88.0,Qxe5,Qh8,,
game_040457.pgn,4,13.0,38.0,b4,,24.0,13.0
game_040458.pgn,2,3.0,28.0,Bb7,8b7,,
game_040459.pgn,4,12.0,29.0,d3,,16.0,12.0
game_040460.pgn,3,44.0,84.0,Ne3,,,
game_040461.pgn,2,12.0,45.0,Bxb5,8xb5,,
game_040462.pgn,1,5.0,47.0,Bb7,Bh9,,
game_040463.pgn,3,7.0,43.0,a6,,,
game_040464.pgn,2,25.0,64.0,Bg6,8g6,,
game_040465.pgn,4,32.0,39.0,Rg4,,6.0,32.0
game_040466.pgn,1,17.0,70.0,Bb6,Nz5,,
game_040467.pgn,1,13.0,27.0,cxb6,Rb9,,
game_040468.pgn,4,42.0,49.0,Nh4,,6.0,42.0
game_040469.pgn,3,13.0,26.0,Nf6,,,
game_040470.pgn,2,54.0,74.0,f4,f5,,
game_040471.pgn,4,30.0,75.0,Bxg4,,44.0,30.0
game_040472.pgn,3,25.0,80.0,O-O-O,,,
game_040473.pgn,4,35.0,55.0,g5,,19.0,35.0
game_040474.pgn,3,53.0,97.0,Bd7,,,
game_040475.pgn,4,8.0,29.0,O-O,,20.0,8.0
game_040476.pgn,3,63.0,71.0,Kxe5,,,
game_040477.pgn,2,40.0,67.0,Nxa8,Mxa8,,
game_040478.pgn,4,23.0,29.0,Nf6,,5.0,23.0
game_040479.pgn,3,68.0,90.0,e5,,,
game_040480.pgn,4,6.0,90.0,Bc4,,83.0,6.0
game_040481.pgn,1,17.0,31.0,Qc7,Qа9,,
game_040482.pgn,4,19.0,71.0,fxe6,,51.0,19.0
game_040483.pgn,3,19.0,65.0,Qb6,,,
game_040484.pgn,1,9.0,38.0,Nf6,Qа9,,
game_040485.pgn,4,42.0,48.0,e5,,5.0,42.0
game_040486.pgn,2,12.0,31.0,Nxe5,Mxe5,,
game_040487.pgn,4,62.0,84.0,Rd3,,21.0,62.0
game_040488.pgn,2,69.0,98.0,f5,f6,,
game_040489.pgn,2,52.0,57.0,Bf3,8f3,,
game_040490.pgn,4,39.0,76.0,Bd6,,36.0,39.0
game_040491.pgn,1,11.0,61.0,g6,Nz5,,
game_040492.pgn,4,32.0,39.0,a3,,6.0,32.0
game_040493.pgn,1,20.0,38.0,Qf3,Ka9,,
game_040494.pgn,4,59.0,87.0,Kd8,,27.0,59.0
game_040495.pgn,2,48.0,53.0,Rxg7,Pxg7,,
game_040496.pgn,2,14.0,37.0,Bh3,8h3,,
game_040497.pgn,2,37.0,69.0,gxh6,gxh7,,
game_040498.pgn,4,21.0,25.0,Na5,,3.0,21.0
game_040499.pgn,2,6.0,77.0,e3,e4,,
game_040500.pgn,2,18.0,45.0,dxc4,dxc5,,
game_040501.pgn,3,13.0,64.0,Be6,,,
game_040502.pgn,4,47.0,70.0,Kd7,,22.0,47.0
game_040503.pgn,1,44.0,49.0,Kf1,Nz5,,
game_040504.pgn,3,36.0,51.0,Qc2,,,
game_040505.pgn,4,14.0,23.0,Nxh8,,8.0,14.0
game_040506.pgn,3,10.0,38.0,Nxc3,,,
game_040507.pgn,3,48.0,90.0,Rxf7,,,
game_040508.pgn,3,20.0,29.0,gxh5,,,
game_040509.pgn,1,3.0,73.0,e6,Qh8,,
game_040510.pgn,2,9.0,63.0,O-O,0-O,,
game_040511.pgn,3,27.0,54.0,Qf6,,,
game_040512.pgn,2,12.0,68.0,Be2,8e2,,
game_040513.pgn,4,17.0,93.0,Nd7,,75.0,17.0
game_040514.pgn,2,74.0,97.0,Kc5,Xc5,,
game_040515.pgn,4,17.0,34.0,Ne4,,16.0,17.0
game_040516.pgn,4,70.0,98.0,Re6,,27.0,70.0
game_040517.pgn,1,71.0,82.0,Kg7,Ka9,,
game_040518.pgn,2,9.0,62.0,c5,c6,,
game_040519.pgn,3,59.0,80.0,Qc7,,,
game_040520.pgn,2,24.0,44.0,Kh1,Xh1,,
game_040521.pgn,3,7.0,67.0,Bd7,,,
game_040522.pgn,3,7.0,32.0,Nd5,,,
game_040523.pgn,4,51.0,63.0,Rab8,,11.0,51.0
game_040524.pgn,2,37.0,47.0,Rae8,Pae8,,
game_040525.pgn,1,45.0,82.0,Ne3+,Bh9,,
game_040526.pgn,4,24.0,34.0,Bxc6,,9.0,24.0
game_040527.pgn,4,25.0,83.0,e4,,57.0,25.0
game_040528.pgn,4,46.0,60.0,Rxd8+,,13.0,46.0
game_040529.pgn,1,34.0,57.0,Qa7,Ka9,,
game_040530.pgn,4,49.0,59.0,Re8,,9.0,49.0
game_040531.pgn,2,20.0,44.0,h3,h4,,
game_040532.pgn,2,62.0,70.0,Nxf1,Mxf1,,
game_040533.pgn,2,34.0,59.0,Nf3,Mf3,,
game_040534.pgn,1,31.0,36.0,Nd5,Ka9,,
game_040535.pgn,1,8.0,73.0,Qxd8+,Qh8,,
game_040536.pgn,2,54.0,87.0,Ba5,8a5,,
game_040537.pgn,3,38.0,62.0,Qc3,,,
game_040538.pgn,3,49.0,60.0,Bxe3,,,
game_040539.pgn,1,8.0,41.0,b4,Ka9,,
game_040540.pgn,3,21.0,32.0,d6,,,
game_040541.pgn,1,27.0,84.0,Nh4,Qа9,,
game_040542.pgn,4,69.0,87.0,Rf7,,17.0,69.0
game_040543.pgn,3,4.0,36.0,c3,,,
game_040544.pgn,4,49.0,63.0,Rc8,,13.0,49.0
game_040545.pgn,4,57.0,70.0,Rf7,,12.0,57.0
game_040546.pgn,3,41.0,64.0,Nf5,,,
game_040547.pgn,1,23.0,67.0,Qxc3,Rb9,,
game_040548.pgn,1,51.0,69.0,Qf5,Nz5,,
game_040549.pgn,3,22.0,63.0,Bg3,,,
game_040550.pgn,1,11.0,64.0,Be6,Qh8,,
game_040551.pgn,1,22.0,39.0,Bxe7,Nz5,,
game_040552.pgn,1,14.0,69.0,Nc3,Qh8,,
game_040553.pgn,3,11.0,47.0,Qxd5,,,
game_040554.pgn,4,29.0,55.0,Kxh7,,25.0,29.0
game_040555.pgn,1,57.0,70.0,Qe1+,Qh8,,
game_040556.pgn,4,31.0,63.0,Nf5,,31.0,31.0
game_040557.pgn,4,28.0,38.0,Qg3,,9.0,28.0
game_040558.pgn,4,47.0,65.0,g5,,17.0,47.0
game_040559.pgn,2,25.0,67.0,Nxe7,Mxe7,,
game_040560.pgn,4,32.0,37.0,Nd4,,4.0,32.0
game_040561.pgn,4,25.0,99.0,Bxd4,,73.0,25.0
game_040562.pgn,1,35.0,59.0,exd4,Rb9,,
game_040563.pgn,2,81.0,85.0,Qb1+,Ob1+,,
game_040564.pgn,1,7.0,28.0,Nc6,Rb9,,
game_040565.pgn,2,14.0,68.0,Nf3,Mf3,,
game_040566.pgn,3,38.0,42.0,R7xb6,,,
game_040567.pgn,1,29.0,78.0,h5,Ka9,,
game_040568.pgn,1,5.0,22.0,b6,Rb9,,
game_040569.pgn,3,44.0,100.0,Qf4+,,,
game_040570.pgn,4,4.0,83.0,c4,,78.0,4.0
game_040571.pgn,3,48.0,66.0,Ne5,,,
game_040572.pgn,4,18.0,57.0,h3,,38.0,18.0
game_040573.pgn,4,4.0,53.0,Qxd4,,48.0,4.0
game_040574.pgn,1,21.0,48.0,Qxc5,Ka9,,
game_040575.pgn,2,8.0,67.0,h4,h5,,
game_040576.pgn,1,70.0,85.0,Nf3,Qа9,,
game_040577.pgn,4,21.0,42.0,h6,,20.0,21.0
game_040578.pgn,2,44.0,79.0,Qd6+,Od6+,,
game_040579.pgn,3,39.0,98.0,Bd5,,,
game_040580.pgn,4,19.0,61.0,dxe4,,41.0,19.0
game_040581.pgn,4,35.0,51.0,Qf7,,15.0,35.0
game_040582.pgn,3,22.0,54.0,Nd2,,,
game_040583.pgn,4,11.0,38.0,Nc6,,26.0,11.0
game_040584.pgn,1,17.0,45.0,g6,Nz5,,
game_040585.pgn,2,28.0,79.0,Qe3,Oe3,,
game_040586.pgn,2,36.0,67.0,Rhg1+,Phg1+,,
game_040587.pgn,1,9.0,59.0,f5,Qа9,,
game_040588.pgn,1,3.0,40.0,g6,Qа9,,
game_040589.pgn,3,16.0,88.0,Bb2,,,
game_040590.pgn,2,38.0,47.0,Nd6,Md6,,
game_040591.pgn,3,55.0,84.0,d4,,,
game_040592.pgn,2,49.0,96.0,Be3+,8e3+,,
game_040593.pgn,1,62.0,67.0,Qc8+,Ka9,,
game_040594.pgn,1,65.0,82.0,Ke5,Nz5,,
game_040595.pgn,1,11.0,64.0,Qxe6,Ka9,,
game_040596.pgn,2,12.0,49.0,Be2,8e2,,
game_040597.pgn,1,10.0,31.0,Bb3,Ka9,,
game_040598.pgn,1,21.0,31.0,Bg7,Rb9,,
game_040599.pgn,2,16.0,42.0,cxd4,cxd5,,
game_040600.pgn,1,14.0,40.0,Bxf3,Rb9,,
game_040601.pgn,1,27.0,52.0,f4,Qh8,,
game_040602.pgn,2,10.0,32.0,g3,g4,,
game_040603.pgn,4,11.0,69.0,Bc6,,57.0,11.0
game_040604.pgn,3,38.0,75.0,b4,,,
game_040605.pgn,4,37.0,44.0,Rc4,,6.0,37.0
game_040606.pgn,4,17.0,56.0,dxc4,,38.0,17.0
game_040607.pgn,3,54.0,95.0,Ke2,,,
game_040608.pgn,1,17.0,55.0,d5,Qа9,,
game_040609.pgn,3,56.0,63.0,Ne6,,,
game_040610.pgn,1,83.0,89.0,e3,Rb9,,
game_040611.pgn,4,51.0,100.0,Nxb2+,,48.0,51.0
game_040612.pgn,2,65.0,90.0,Ke7,Xe7,,
game_040613.pgn,3,6.0,57.0,e3,,,
game_040614.pgn,3,18.0,49.0,O-O,,,
game_040615.pgn,2,31.0,84.0,Nb7,Mb7,,
game_040616.pgn,1,6.0,57.0,f4,Ka9,,
game_040617.pgn,3,32.0,53.0,Ke2,,,
game_040618.pgn,2,4.0,40.0,Nc3,Mc3,,
game_040619.pgn,3,40.0,50.0,Qe2,,,
game_040620.pgn,4,7.0,51.0,Ne7,,43.0,7.0
game_040621.pgn,4,31.0,52.0,Bc5,,20.0,31.0
game_040622.pgn,2,20.0,58.0,Be2,8e2,,
game_040623.pgn,2,19.0,24.0,Qd5,Od5,,
game_040624.pgn,1,59.0,75.0,Kd7,Nz5,,
game_040625.pgn,4,16.0,63.0,Bd3,,46.0,16.0
game_040626.pgn,1,56.0,72.0,g3,Ka9,,
game_040627.pgn,2,75.0,90.0,Rxg4+,Pxg4+,,
game_040628.pgn,3,34.0,59.0,a4,,,
game_040629.pgn,2,50.0,93.0,Rc1,Pc1,,
game_040630.pgn,2,21.0,43.0,Qc7,Oc7,,
game_040631.pgn,3,13.0,24.0,b5,,,
game_040632.pgn,2,35.0,88.0,Qxd4,Oxd4,,
game_040633.pgn,3,51.0,77.0,Qa5,,,
game_040634.pgn,3,17.0,74.0,Bxd5,,,
game_040635.pgn,2,39.0,79.0,h5,h6,,
game_040636.pgn,1,30.0,79.0,a4,Nz5,,
game_040637.pgn,3,11.0,84.0,gxf6,,,
game_040638.pgn,1,35.0,48.0,Ne4,Bh9,,
game_040639.pgn,1,5.0,91.0,Bb7,Qа9,,
game_040640.pgn,1,14.0,49.0,Qxd8+,Ka9,,
game_040641.pgn,1,4.0,56.0,Bb5,Nz5,,
game_040642.pgn,4,5.0,35.0,cxd5,,29.0,5.0
game_040643.pgn,2,52.0,95.0,Rbe1,Pbe1,,
game_040644.pgn,2,18.0,31.0,Nc3,Mc3,,
game_040645.pgn,2,35.0,86.0,Rae8,Pae8,,
game_040646.pgn,3,23.0,30.0,Bf4,,,
game_040647.pgn,3,51.0,56.0,Qe2+,,,
game_040648.pgn,4,25.0,63.0,a6,,37.0,25.0
game_040649.pgn,3,56.0,96.0,Rxd1,,,
game_040650.pgn,1,6.0,54.0,O-O,Bh9,,
game_040651.pgn,1,19.0,70.0,O-O,Ka9,,
game_040652.pgn,3,7.0,63.0,Na5,,,
game_040653.pgn,1,6.0,29.0,Nf3,Qh8,,
game_040654.pgn,4,7.0,26.0,Nf6,,18.0,7.0
game_040655.pgn,3,14.0,53.0,Nexg5,,,
game_040656.pgn,4,46.0,68.0,Qg5,,21.0,46.0
game_040657.pgn,3,39.0,56.0,h6,,,
game_040658.pgn,2,26.0,46.0,Bd3,8d3,,
game_040659.pgn,3,19.0,37.0,Bd7,,,
game_040660.pgn,4,41.0,91.0,Kb8,,49.0,41.0
game_040661.pgn,1,50.0,89.0,f3,Ka9,,
game_040662.pgn,4,5.0,93.0,Nf6,,87.0,5.0
game_040663.pgn,3,29.0,60.0,Nb3,,,
game_040664.pgn,1,45.0,95.0,Ke8,Qh8,,
game_040665.pgn,2,3.0,40.0,Bb7,8b7,,
game_040666.pgn,1,21.0,62.0,Ne4,Nz5,,
game_040667.pgn,3,33.0,63.0,g5,,,
game_040668.pgn,4,67.0,92.0,Kf6,,24.0,67.0
game_040669.pgn,4,56.0,78.0,Nd5,,21.0,56.0
game_040670.pgn,2,78.0,96.0,Rc1,Pc1,,
game_040671.pgn,2,23.0,76.0,Nf6,Mf6,,
game_040672.pgn,4,8.0,42.0,O-O,,33.0,8.0
game_040673.pgn,2,67.0,82.0,Rd4,Pd4,,
game_040674.pgn,1,32.0,78.0,f6,Rb9,,
game_040675.pgn,4,29.0,82.0,Qf5,,52.0,29.0
game_040676.pgn,3,36.0,74.0,Nf3,,,
game_040677.pgn,1,62.0,94.0,Rgxg7+,Qh8,,
game_040678.pgn,1,29.0,36.0,Qh3,Qh8,,
game_040679.pgn,1,9.0,54.0,c6,Bh9,,
game_040680.pgn,1,12.0,35.0,O-O,Nz5,,
game_040681.pgn,1,22.0,70.0,Rb1,Nz5,,
game_040682.pgn,3,28.0,78.0,b4,,,
game_040683.pgn,1,56.0,68.0,bxa5+,Nz5,,
game_040684.pgn,4,41.0,72.0,Rad8,,30.0,41.0
game_040685.pgn,2,22.0,45.0,Bxc4,8xc4,,
game_040686.pgn,3,68.0,82.0,Re1,,,
game_040687.pgn,1,24.0,85.0,Bf4,Rb9,,
game_040688.pgn,4,12.0,94.0,Bg5,,81.0,12.0
game_040689.pgn,2,35.0,92.0,c5,c6,,
game_040690.pgn,3,34.0,56.0,Qxf6,,,
game_040691.pgn,3,50.0,62.0,Bf1,,,
game_040692.pgn,4,22.0,52.0,h6,,29.0,22.0
game_040693.pgn,3,85.0,93.0,Nf5+,,,
game_040694.pgn,1,60.0,98.0,Kh2,Rb9,,
game_040695.pgn,1,30.0,74.0,Nxe4,Qh8,,
game_040696.pgn,3,11.0,98.0,O-O,,,
game_040697.pgn,3,20.0,47.0,Qe1,,,
game_040698.pgn,1,28.0,56.0,Rad1,Bh9,,
game_040699.pgn,3,45.0,80.0,f6,,,
game_040700.pgn,1,3.0,83.0,Qf6,Qа9,,
game_040701.pgn,4,25.0,41.0,Ba6,,15.0,25.0
game_040702.pgn,2,60.0,72.0,g3,g4,,
game_040703.pgn,2,9.0,61.0,Be6,8e6,,
game_040704.pgn,3,10.0,25.0,Nf3,,,
game_040705.pgn,3,23.0,63.0,c6,,,
game_040706.pgn,4,5.0,34.0,Bc5,,28.0,5.0
game_040707.pgn,1,4.0,64.0,d4,Qа9,,
game_040708.pgn,4,53.0,71.0,dxe4,,17.0,53.0
game_040709.pgn,3,17.0,97.0,Nxd4,,,
game_040710.pgn,3,36.0,43.0,Qxb7,,,
game_040711.pgn,1,24.0,28.0,Bxa1,Ka9,,
game_040712.pgn,2,62.0,86.0,Bxe6,8xe6,,
game_040713.pgn,4,4.0,76.0,e3,,71.0,4.0
game_040714.pgn,3,45.0,56.0,Rg1+,,,
game_040715.pgn,3,10.0,49.0,Nc3,,,
game_040716.pgn,1,36.0,97.0,Qd2,Qh8,,
game_040717.pgn,3,14.0,41.0,Nxe5,,,
game_040718.pgn,4,67.0,74.0,Bf5,,6.0,67.0
game_040719.pgn,4,48.0,64.0,Kf2,,15.0,48.0
game_040720.pgn,3,3.0,76.0,e5,,,
game_040721.pgn,1,29.0,47.0,Rxc2,Rb9,,
game_040722.pgn,2,15.0,37.0,Nge7,Mge7,,
game_040723.pgn,3,65.0,84.0,e3,,,
game_040724.pgn,2,7.0,76.0,Nf6,Mf6,,
game_040725.pgn,3,42.0,48.0,h4,,,
game_040726.pgn,1,25.0,42.0,Be7,Qh8,,
game_040727.pgn,1,30.0,47.0,h4,Ka9,,
game_040728.pgn,1,73.0,87.0,Bxf8,Rb9,,
game_040729.pgn,2,24.0,63.0,b4,b5,,
game_040730.pgn,2,15.0,33.0,Qd7,Od7,,
game_040731.pgn,4,23.0,43.0,Qc7,,19.0,23.0
game_040732.pgn,2,48.0,66.0,Qxg3,Oxg3,,
game_040733.pgn,1,21.0,63.0,Bd7,Bh9,,
game_040734.pgn,3,24.0,87.0,Bc3,,,
game_040735.pgn,1,23.0,37.0,Nxd5,Ka9,,
game_040736.pgn,4,11.0,38.0,Bd6,,26.0,11.0
game_040737.pgn,1,26.0,58.0,Qh3,Bh9,,
game_040738.pgn,2,78.0,85.0,f3,f4,,
game_040739.pgn,4,10.0,51.0,Bxc6,,40.0,10.0
game_040740.pgn,3,17.0,78.0,Be7,,,
game_040741.pgn,4,15.0,99.0,b5,,83.0,15.0
game_040742.pgn,3,22.0,47.0,Bb5,,,
game_040743.pgn,4,37.0,80.0,Qa4,,42.0,37.0
game_040744.pgn,4,58.0,74.0,Kd4,,15.0,58.0
game_040745.pgn,1,29.0,84.0,Nc5,Rb9,,
game_040746.pgn,3,83.0,95.0,Nxd7,,,
game_040747.pgn,1,6.0,53.0,c3,Ka9,,
game_040748.pgn,2,84.0,89.0,Nxb3,Mxb3,,
game_040749.pgn,3,36.0,59.0,Bxe5,,,
game_040750.pgn,1,31.0,45.0,Bxf4,Qh8,,
game_040751.pgn,1,31.0,62.0,gxh4,Rb9,,
game_040752.pgn,4,51.0,83.0,Rd8,,31.0,51.0
game_040753.pgn,3,13.0,23.0,g5,,,
game_040754.pgn,3,51.0,60.0,c5,,,
game_040755.pgn,2,23.0,30.0,c5,c6,,
game_040756.pgn,1,30.0,39.0,Bxg5,Ka9,,
game_040757.pgn,2,27.0,34.0,gxf6,gxf7,,
game_040758.pgn,2,14.0,23.0,O-O,0-O,,
game_040759.pgn,2,35.0,55.0,b4,b5,,
game_040760.pgn,2,20.0,26.0,a3,a4,,
game_040761.pgn,2,54.0,76.0,h4,h5,,
game_040762.pgn,2,8.0,37.0,dxc5,dxc6,,
game_040763.pgn,2,28.0,61.0,Ne4,Me4,,
game_040764.pgn,3,50.0,64.0,Kh1,,,
game_040765.pgn,4,4.0,64.0,e5,,59.0,4.0
game_040766.pgn,2,14.0,47.0,Nxc4,Mxc4,,
game_040767.pgn,1,18.0,29.0,Qxf3,Qа9,,
game_040768.pgn,3,3.0,94.0,d5,,,
game_040769.pgn,4,40.0,60.0,Bxf6,,19.0,40.0
game_040770.pgn,1,4.0,37.0,Qf3,Ka9,,
game_040771.pgn,3,15.0,35.0,Qd5,,,
game_040772.pgn,3,30.0,73.0,Qb3,,,
game_040773.pgn,1,14.0,55.0,e5,Rb9,,
game_040774.pgn,2,34.0,42.0,Re1,Pe1,,
game_040775.pgn,3,66.0,85.0,Qh7+,,,
game_040776.pgn,1,7.0,66.0,c5,Ka9,,
game_040777.pgn,3,6.0,61.0,e5,,,
game_040778.pgn,1,22.0,45.0,Bb3,Qh8,,
game_040779.pgn,3,39.0,64.0,Rxe5,,,
game_040780.pgn,1,18.0,43.0,Be2,Nz5,,
game_040781.pgn,2,30.0,55.0,Rf2,Pf2,,
game_040782.pgn,1,54.0,83.0,d6,Qh8,,
game_040783.pgn,1,15.0,37.0,Bb7,Rb9,,
game_040784.pgn,2,31.0,65.0,Kh8,Xh8,,
game_040785.pgn,2,4.0,22.0,Nc3,Mc3,,
game_040786.pgn,3,22.0,47.0,Qxf3,,,
game_040787.pgn,1,22.0,27.0,a6,Bh9,,
game_040788.pgn,3,13.0,79.0,Nf6,,,
game_040789.pgn,4,46.0,67.0,Qd2,,20.0,46.0
game_040790.pgn,1,12.0,29.0,Ba3,Rb9,,
game_040791.pgn,3,27.0,33.0,Bd7,,,
game_040792.pgn,4,3.0,52.0,d5,,48.0,3.0
game_040793.pgn,1,7.0,86.0,Bg7,Nz5,,
game_040794.pgn,1,9.0,91.0,d6,Ka9,,
game_040795.pgn,2,21.0,69.0,Nxc2+,Mxc2+,,
game_040796.pgn,1,54.0,69.0,b5,Qh8,,
game_040797.pgn,4,21.0,48.0,Nxc2,,26.0,21.0
game_040798.pgn,4,77.0,85.0,fxg6,,7.0,77.0
game_040799.pgn,4,28.0,92.0,f5,,63.0,28.0
game_040800.pgn,1,38.0,47.0,Qh5,Qh8,,
game_040801.pgn,2,21.0,30.0,dxe5,dxe6,,
game_040802.pgn,1,66.0,99.0,dxc7,Rb9,,
game_040803.pgn,3,6.0,63.0,Be2,,,
game_040804.pgn,1,20.0,66.0,Bg5,Nz5,,
game_040805.pgn,3,7.0,47.0,Qxd6,,,
game_040806.pgn,2,19.0,28.0,g6,g7,,
game_040807.pgn,4,62.0,87.0,Qg3,,24.0,62.0
game_040808.pgn,3,33.0,70.0,dxc3,,,
game_040809.pgn,3,56.0,62.0,Nc3,,,
game_040810.pgn,1,18.0,33.0,O-O,Bh9,,
game_040811.pgn,2,27.0,71.0,Bxd4,8xd4,,
game_040812.pgn,3,4.0,21.0,Bc4,,,
game_040813.pgn,4,14.0,24.0,Ne1,,9.0,14.0
game_040814.pgn,4,33.0,39.0,Rxe1+,,5.0,33.0
game_040815.pgn,4,4.0,36.0,c3,,31.0,4.0
game_040816.pgn,4,35.0,78.0,Qg4,,42.0,35.0
game_040817.pgn,4,36.0,44.0,Kf2,,7.0,36.0
game_040818.pgn,1,24.0,82.0,Bg2,Rb9,,
game_040819.pgn,2,7.0,29.0,Be7,8e7,,
game_040820.pgn,1,36.0,79.0,Qg4,Qh8,,
game_040821.pgn,3,18.0,77.0,Bd2,,,
game_040822.pgn,3,43.0,55.0,Ne7,,,
game_040823.pgn,1,11.0,28.0,Nc6,Bh9,,
game_040824.pgn,2,35.0,89.0,f6,f7,,
game_040825.pgn,2,10.0,86.0,Bb5,8b5,,
game_040826.pgn,3,7.0,24.0,e6,,,
game_040827.pgn,3,21.0,56.0,Qc7,,,
game_040828.pgn,3,57.0,65.0,Kg8,,,
game_040829.pgn,2,72.0,89.0,Qd7+,Od7+,,
game_040830.pgn,4,16.0,59.0,Nh4,,42.0,16.0
game_040831.pgn,3,34.0,43.0,Bf2,,,
game_040832.pgn,2,4.0,46.0,h4,h5,,
game_040833.pgn,1,33.0,62.0,Na6,Ka9,,
game_040834.pgn,3,45.0,63.0,Nf6,,,
game_040835.pgn,1,34.0,40.0,Bg5,Rb9,,
game_040836.pgn,2,4.0,81.0,d3,d4,,
